invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I945263,C174906,Food & Beverage,3,15.69,11/8/2021,Forum Istanbul
I224886,C336762,Toys,4,143.36,24-02-2023,Zorlu Center
I102735,C662013,Shoes,4,2400.68,22-02-2023,Zorlu Center
I361826,C175997,Clothing,3,900.24,31-03-2021,Mall of Istanbul
I138939,C145395,Food & Beverage,2,10.46,23-06-2022,Mall of Istanbul
I294132,C159277,Cosmetics,2,81.32,27-02-2023,Emaar Square Mall
I108033,C214803,Shoes,4,2400.68,12/1/2022,Kanyon
I217240,C973184,Clothing,3,900.24,16-01-2023,Kanyon
I712922,C984281,Cosmetics,4,162.64,25-03-2021,Cevahir AVM
I207306,C121320,Clothing,4,1200.32,4/1/2022,Metrocity
I402566,C400939,Toys,1,35.84,27-12-2022,Emaar Square Mall
I662296,C261326,Cosmetics,2,81.32,2/7/2022,Zorlu Center
I239015,C188405,Clothing,3,900.24,5/8/2021,Kanyon
I298911,C230250,Souvenir,5,58.65,16-07-2022,Kanyon
I311297,C645542,Souvenir,5,58.65,21-08-2021,Kanyon
I660088,C328779,Cosmetics,3,121.98,28-03-2022,Kanyon
I573160,C233365,Clothing,3,900.24,7/7/2022,Istinye Park
I275436,C332465,Cosmetics,2,81.32,2/3/2021,Mall of Istanbul
I222611,C244539,Books,5,75.75,21-02-2023,Forum Istanbul
I374756,C277062,Cosmetics,4,162.64,28-08-2022,Forum Istanbul
I273183,C399409,Food & Beverage,3,15.69,13-04-2022,Istinye Park
I306344,C338739,Clothing,3,900.24,23-02-2023,Istinye Park
I244263,C739777,Clothing,3,900.24,10/7/2021,Metrocity
I804410,C581307,Food & Beverage,2,10.46,27-09-2022,Metropol AVM
I253407,C338794,Souvenir,3,35.19,8/5/2021,Forum Istanbul
I411551,C260192,Food & Beverage,2,10.46,21-08-2022,Viaport Outlet
I175271,C234233,Clothing,4,1200.32,9/11/2021,Mall of Istanbul
I246876,C972711,Toys,4,143.36,28-06-2021,Metrocity
I265649,C176820,Souvenir,5,58.65,23-05-2022,Mall of Istanbul
I654362,C288138,Clothing,5,1500.4,9/12/2021,Metrocity
I117787,C403180,Clothing,2,600.16,19-01-2023,Istinye Park
I332761,C289661,Cosmetics,2,81.32,8/11/2022,Mall of Istanbul
I249076,C301770,Books,4,60.6,20-02-2021,Metrocity
I260022,C266471,Shoes,1,600.17,9/1/2023,Viaport Outlet
I659842,C106987,Cosmetics,3,121.98,25-01-2021,Metropol AVM
I118559,C686961,Toys,5,179.2,2/2/2023,Mall of Istanbul
I405095,C137043,Clothing,5,1500.4,16-06-2022,Forum Istanbul
I118848,C181213,Clothing,5,1500.4,8/6/2021,Metropol AVM
I257776,C226890,Books,2,30.3,30-05-2022,Viaport Outlet
I729794,C586343,Food & Beverage,4,20.92,15-09-2021,Mall of Istanbul
I987343,C352247,Technology,3,3150,29-11-2022,Kanyon
I204724,C257126,Souvenir,3,35.19,16-02-2021,Istinye Park
I332308,C319526,Toys,2,71.68,22-11-2021,Metropol AVM
I841688,C621001,Clothing,5,1500.4,20-10-2021,Metrocity
I291683,C822613,Clothing,4,1200.32,14-01-2022,Kanyon
I158614,C215156,Food & Beverage,4,20.92,19-10-2022,Kanyon
I377394,C292762,Toys,1,35.84,7/6/2021,Mall of Istanbul
I272410,C358775,Food & Beverage,4,20.92,21-11-2022,Mall of Istanbul
I310316,C233284,Technology,5,5250,8/7/2021,Kanyon
I303561,C352059,Clothing,1,300.08,26-02-2023,Zorlu Center
I655661,C246079,Cosmetics,4,162.64,9/8/2021,Istinye Park
I311705,C275768,Clothing,2,600.16,26-10-2021,Mall of Istanbul
I225960,C972907,Souvenir,5,58.65,20-06-2022,Emaar Square Mall
I991318,C407855,Food & Beverage,5,26.15,15-07-2022,Cevahir AVM
I165747,C320396,Shoes,5,3000.85,20-02-2021,Metropol AVM
I147908,C672614,Food & Beverage,4,20.92,6/12/2022,Forum Istanbul
I172491,C391822,Cosmetics,2,81.32,23-10-2022,Istinye Park
I774191,C902332,Food & Beverage,4,20.92,29-04-2022,Zorlu Center
I210964,C202404,Clothing,4,1200.32,13-01-2022,Forum Istanbul
I595805,C260254,Books,4,60.6,28-05-2021,Mall of Istanbul
I121607,C325703,Souvenir,1,11.73,5/3/2021,Metrocity
I120233,C120539,Toys,1,35.84,6/12/2022,Metropol AVM
I104726,C288417,Toys,2,71.68,25-08-2022,Forum Istanbul
I154358,C658284,Clothing,5,1500.4,20-01-2023,Mall of Istanbul
I605909,C335149,Food & Beverage,3,15.69,4/5/2022,Metrocity
I289766,C391245,Clothing,4,1200.32,27-03-2022,Mall of Istanbul
I168230,C204874,Food & Beverage,5,26.15,11/9/2022,Mall of Istanbul
I107465,C274028,Shoes,1,600.17,1/8/2021,Kanyon
I243062,C108387,Food & Beverage,3,15.69,6/1/2022,Istinye Park
I194991,C150064,Technology,2,2100,19-08-2021,Forum Istanbul
I313004,C976607,Cosmetics,5,203.3,26-10-2022,Zorlu Center
I244231,C277575,Shoes,1,600.17,5/8/2021,Metrocity
I323510,C215288,Clothing,4,1200.32,31-01-2022,Metrocity
I606277,C287732,Clothing,3,900.24,18-03-2021,Istinye Park
I407694,C476693,Clothing,1,300.08,7/3/2022,Metrocity
I211220,C174252,Clothing,2,600.16,4/12/2022,Metrocity
I166644,C139250,Clothing,4,1200.32,4/7/2021,Kanyon
I402114,C887486,Clothing,5,1500.4,17-01-2023,Metropol AVM
I786028,C860803,Clothing,5,1500.4,17-12-2022,Metropol AVM
I316642,C141905,Clothing,2,600.16,28-05-2021,Viaport Outlet
I153945,C211103,Food & Beverage,1,5.23,24-10-2022,Cevahir AVM
I441114,C109370,Food & Beverage,5,26.15,26-01-2023,Metropol AVM
I546564,C721284,Cosmetics,1,40.66,9/12/2021,Emaar Square Mall
I291121,C148900,Food & Beverage,5,26.15,24-08-2022,Kanyon
I659309,C184802,Clothing,1,300.08,18-07-2021,Zorlu Center
I881190,C330693,Clothing,3,900.24,9/5/2021,Metropol AVM
I107808,C998085,Books,4,60.6,4/9/2022,Mall of Istanbul
I635584,C292351,Souvenir,3,35.19,3/6/2022,Mall of Istanbul
I427392,C938729,Toys,2,71.68,20-03-2022,Metropol AVM
I146058,C294896,Food & Beverage,3,15.69,10/8/2022,Mall of Istanbul
I141581,C963847,Clothing,2,600.16,23-01-2022,Zorlu Center
I158851,C337945,Cosmetics,5,203.3,11/5/2022,Mall of Istanbul
I200041,C153378,Toys,4,143.36,16-02-2021,Metrocity
I244544,C192167,Clothing,4,1200.32,17-02-2021,Mall of Istanbul
I251956,C570743,Technology,1,1050,27-07-2021,Mall of Istanbul
I172037,C256346,Clothing,3,900.24,4/6/2022,Metrocity
I765694,C339177,Cosmetics,1,40.66,21-01-2021,Kanyon
I239505,C156111,Toys,3,107.52,4/4/2021,Forum Istanbul
I452913,C652859,Food & Beverage,2,10.46,20-06-2021,Istinye Park
I195006,C287741,Shoes,3,1800.51,6/3/2022,Mall of Istanbul
I848771,C269504,Clothing,1,300.08,28-07-2021,Emaar Square Mall
I212534,C245574,Souvenir,4,46.92,2/9/2021,Cevahir AVM
I658545,C179157,Clothing,3,900.24,5/5/2021,Kanyon
I836607,C196083,Cosmetics,3,121.98,26-04-2022,Metrocity
I415930,C259720,Food & Beverage,5,26.15,22-06-2021,Mall of Istanbul
I182171,C211674,Clothing,4,1200.32,21-03-2022,Istinye Park
I983242,C199883,Toys,1,35.84,22-08-2021,Kanyon
I254709,C214113,Clothing,3,900.24,29-10-2021,Metrocity
I231566,C769571,Food & Beverage,2,10.46,18-01-2023,Cevahir AVM
I321634,C758190,Clothing,4,1200.32,23-08-2021,Kanyon
I301609,C200041,Clothing,5,1500.4,21-02-2022,Cevahir AVM
I485064,C111129,Clothing,3,900.24,21-07-2021,Mall of Istanbul
I107123,C416352,Clothing,4,1200.32,10/9/2021,Kanyon
I209463,C108468,Cosmetics,2,81.32,27-04-2021,Zorlu Center
I204388,C712080,Cosmetics,5,203.3,17-02-2022,Mall of Istanbul
I171840,C234307,Souvenir,1,11.73,12/8/2021,Metrocity
I322542,C133613,Clothing,4,1200.32,22-11-2021,Istinye Park
I501807,C126975,Souvenir,5,58.65,2/2/2021,Cevahir AVM
I137968,C994118,Technology,3,3150,24-01-2022,Forum Istanbul
I186295,C732938,Clothing,2,600.16,18-01-2023,Kanyon
I312584,C858667,Cosmetics,5,203.3,8/2/2022,Metrocity
I113196,C786803,Clothing,2,600.16,6/1/2021,Metropol AVM
I298126,C909839,Cosmetics,5,203.3,20-03-2021,Istinye Park
I191070,C275286,Clothing,2,600.16,17-01-2022,Metrocity
I268557,C240648,Clothing,1,300.08,28-02-2021,Metrocity
I286331,C188506,Toys,1,35.84,14-01-2023,Kanyon
I290918,C171198,Books,1,15.15,13-08-2022,Metropol AVM
I233174,C165518,Technology,2,2100,2/2/2023,Zorlu Center
I299496,C296891,Cosmetics,1,40.66,31-12-2021,Metrocity
I258093,C885025,Shoes,2,1200.34,22-07-2021,Emaar Square Mall
I576746,C158718,Technology,1,1050,28-05-2022,Kanyon
I546033,C296067,Clothing,4,1200.32,27-02-2023,Kanyon
I139674,C190132,Cosmetics,3,121.98,12/2/2022,Istinye Park
I213008,C259236,Cosmetics,1,40.66,28-10-2021,Forum Istanbul
I460487,C316653,Toys,4,143.36,29-12-2021,Mall of Istanbul
I589991,C143009,Clothing,5,1500.4,11/9/2021,Metrocity
I322980,C397565,Cosmetics,2,81.32,4/5/2022,Kanyon
I278100,C230724,Cosmetics,1,40.66,12/3/2022,Mall of Istanbul
I583178,C316894,Clothing,1,300.08,23-05-2022,Mall of Istanbul
I150744,C929283,Shoes,1,600.17,2/6/2021,Istinye Park
I131948,C157915,Clothing,2,600.16,7/10/2021,Kanyon
I281590,C795733,Clothing,3,900.24,15-05-2021,Kanyon
I733525,C516826,Clothing,2,600.16,9/2/2022,Mall of Istanbul
I756969,C308203,Toys,4,143.36,13-02-2022,Metrocity
I248341,C290201,Food & Beverage,5,26.15,23-01-2021,Mall of Istanbul
I204001,C246325,Books,4,60.6,29-11-2022,Kanyon
I127003,C199626,Shoes,1,600.17,11/4/2022,Kanyon
I261743,C190000,Books,5,75.75,31-10-2022,Viaport Outlet
I258900,C149683,Clothing,5,1500.4,18-08-2021,Metrocity
I887160,C642146,Shoes,3,1800.51,16-05-2022,Cevahir AVM
I971648,C460811,Books,2,30.3,26-09-2022,Metrocity
I210829,C226534,Toys,5,179.2,2/11/2021,Metropol AVM
I388254,C299739,Toys,1,35.84,22-11-2021,Mall of Istanbul
I204718,C200621,Clothing,3,900.24,23-01-2021,Metropol AVM
I819076,C628277,Cosmetics,2,81.32,18-07-2021,Istinye Park
I273527,C802556,Clothing,1,300.08,3/8/2021,Cevahir AVM
I313189,C402588,Cosmetics,5,203.3,22-01-2021,Zorlu Center
I231011,C100175,Shoes,4,2400.68,10/10/2021,Cevahir AVM
I246323,C120372,Souvenir,5,58.65,22-01-2022,Emaar Square Mall
I692335,C347776,Souvenir,2,23.46,18-02-2022,Mall of Istanbul
I337039,C985699,Shoes,1,600.17,28-10-2021,Mall of Istanbul
I103882,C230616,Clothing,1,300.08,30-06-2022,Istinye Park
I147849,C191265,Shoes,2,1200.34,6/3/2023,Forum Istanbul
I340270,C306907,Clothing,4,1200.32,14-12-2021,Metrocity
I314012,C116457,Clothing,5,1500.4,9/1/2023,Metropol AVM
I183486,C425517,Cosmetics,2,81.32,6/4/2022,Istinye Park
I184534,C335386,Food & Beverage,1,5.23,26-02-2021,Metrocity
I967276,C273581,Food & Beverage,2,10.46,31-03-2022,Metrocity
I186366,C882111,Souvenir,2,23.46,6/6/2021,Zorlu Center
I159679,C441316,Shoes,4,2400.68,4/2/2022,Kanyon
I152419,C282385,Technology,5,5250,3/6/2022,Cevahir AVM
I252439,C395051,Technology,2,2100,3/11/2022,Mall of Istanbul
I531483,C228124,Cosmetics,1,40.66,21-04-2022,Kanyon
I839737,C139935,Cosmetics,4,162.64,10/4/2022,Kanyon
I187059,C285839,Clothing,2,600.16,18-10-2021,Kanyon
I218789,C339033,Cosmetics,3,121.98,7/12/2022,Metropol AVM
I300000,C550099,Cosmetics,5,203.3,12/10/2022,Mall of Istanbul
I848987,C425237,Clothing,3,900.24,5/12/2021,Kanyon
I105195,C325454,Shoes,5,3000.85,19-01-2021,Metropol AVM
I310214,C198229,Clothing,5,1500.4,1/3/2022,Emaar Square Mall
I421891,C264189,Food & Beverage,1,5.23,4/7/2021,Metrocity
I167922,C217187,Cosmetics,5,203.3,1/10/2021,Istinye Park
I316215,C150691,Clothing,2,600.16,9/11/2022,Kanyon
I290673,C276217,Cosmetics,3,121.98,28-10-2021,Kanyon
I750720,C160702,Cosmetics,5,203.3,1/12/2022,Mall of Istanbul
I232663,C171007,Clothing,2,600.16,10/4/2022,Metropol AVM
I464686,C437673,Clothing,3,900.24,19-03-2022,Cevahir AVM
I322048,C117118,Technology,3,3150,25-01-2021,Mall of Istanbul
I298588,C182234,Shoes,4,2400.68,24-02-2021,Istinye Park
I308124,C690597,Clothing,1,300.08,4/4/2021,Kanyon
I153741,C127554,Technology,3,3150,19-06-2021,Kanyon
I491975,C386011,Clothing,4,1200.32,21-05-2021,Metrocity
I119788,C290146,Technology,1,1050,3/12/2022,Kanyon
I127591,C314223,Toys,1,35.84,23-02-2022,Istinye Park
I183725,C104444,Food & Beverage,1,5.23,26-04-2022,Kanyon
I225008,C168439,Clothing,4,1200.32,13-12-2021,Viaport Outlet
I888691,C113543,Clothing,4,1200.32,21-12-2021,Mall of Istanbul
I293192,C156038,Clothing,3,900.24,12/7/2022,Metropol AVM
I479839,C202324,Shoes,5,3000.85,5/3/2023,Metrocity
I107997,C138195,Books,4,60.6,8/10/2021,Zorlu Center
I128328,C185093,Food & Beverage,5,26.15,17-07-2022,Mall of Istanbul
I361380,C562160,Cosmetics,1,40.66,1/4/2022,Emaar Square Mall
I262725,C314128,Clothing,5,1500.4,9/2/2023,Kanyon
I170919,C442196,Toys,1,35.84,10/2/2023,Istinye Park
I320718,C537853,Clothing,2,600.16,21-12-2022,Forum Istanbul
I240131,C845707,Clothing,1,300.08,20-07-2021,Cevahir AVM
I328516,C291977,Souvenir,1,11.73,27-12-2021,Mall of Istanbul
I969439,C213908,Cosmetics,5,203.3,22-09-2022,Metropol AVM
I200643,C242307,Toys,5,179.2,3/6/2021,Emaar Square Mall
I554848,C313739,Technology,2,2100,27-10-2022,Kanyon
I205952,C860834,Cosmetics,1,40.66,13-02-2022,Istinye Park
I186833,C190409,Clothing,2,600.16,31-03-2021,Metrocity
I283600,C225752,Shoes,4,2400.68,25-03-2022,Zorlu Center
I154057,C211699,Books,2,30.3,17-03-2021,Kanyon
I236064,C935049,Cosmetics,3,121.98,28-01-2023,Kanyon
I200560,C435665,Clothing,3,900.24,13-01-2023,Mall of Istanbul
I210154,C102506,Clothing,3,900.24,28-06-2021,Kanyon
I214085,C114816,Clothing,5,1500.4,21-08-2021,Zorlu Center
I234142,C475600,Cosmetics,4,162.64,20-05-2021,Mall of Istanbul
I573255,C196961,Clothing,2,600.16,30-05-2021,Kanyon
I734613,C825064,Clothing,4,1200.32,21-08-2022,Forum Istanbul
I778046,C140771,Food & Beverage,2,10.46,24-04-2022,Kanyon
I598533,C133903,Clothing,3,900.24,12/1/2022,Kanyon
I561639,C282690,Clothing,4,1200.32,17-11-2021,Istinye Park
I196389,C302760,Food & Beverage,1,5.23,14-09-2021,Mall of Istanbul
I259762,C256157,Books,4,60.6,25-07-2022,Kanyon
I581507,C553542,Toys,1,35.84,21-10-2022,Istinye Park
I118321,C972660,Technology,4,4200,28-06-2021,Metropol AVM
I237024,C954700,Food & Beverage,3,15.69,6/6/2021,Mall of Istanbul
I253071,C249941,Cosmetics,3,121.98,27-06-2022,Kanyon
I319518,C170183,Clothing,5,1500.4,24-10-2022,Mall of Istanbul
I317962,C613412,Clothing,4,1200.32,28-07-2022,Mall of Istanbul
I312956,C247810,Technology,2,2100,30-04-2022,Istinye Park
I239035,C263675,Food & Beverage,4,20.92,12/1/2021,Cevahir AVM
I288407,C171791,Toys,3,107.52,7/8/2021,Metrocity
I163302,C186104,Food & Beverage,4,20.92,28-06-2021,Istinye Park
I375331,C203676,Shoes,1,600.17,5/1/2023,Kanyon
I301335,C325187,Food & Beverage,4,20.92,15-12-2021,Metropol AVM
I324055,C235038,Clothing,4,1200.32,20-02-2021,Metrocity
I591589,C312750,Clothing,4,1200.32,11/12/2021,Kanyon
I175890,C206859,Food & Beverage,1,5.23,6/8/2021,Kanyon
I733037,C156753,Food & Beverage,3,15.69,16-04-2021,Kanyon
I114897,C201213,Clothing,2,600.16,17-08-2021,Metropol AVM
I215691,C280020,Cosmetics,2,81.32,20-09-2022,Kanyon
I262889,C271642,Food & Beverage,4,20.92,1/4/2022,Metrocity
I375321,C124594,Shoes,5,3000.85,29-11-2021,Kanyon
I134569,C309983,Clothing,1,300.08,10/1/2023,Kanyon
I244404,C745669,Clothing,4,1200.32,25-01-2023,Viaport Outlet
I261671,C284998,Clothing,2,600.16,4/1/2022,Metrocity
I228920,C294194,Toys,3,107.52,6/1/2021,Metrocity
I110655,C339680,Clothing,1,300.08,10/10/2022,Istinye Park
I316582,C330033,Toys,4,143.36,13-02-2023,Mall of Istanbul
I187012,C167062,Clothing,4,1200.32,14-04-2021,Zorlu Center
I229229,C274235,Technology,2,2100,6/2/2022,Mall of Istanbul
I286719,C186355,Souvenir,1,11.73,3/9/2022,Forum Istanbul
I279229,C135033,Clothing,5,1500.4,6/8/2021,Istinye Park
I906025,C177089,Clothing,1,300.08,19-12-2021,Mall of Istanbul
I328819,C137278,Cosmetics,3,121.98,9/12/2021,Kanyon
I150547,C219310,Cosmetics,2,81.32,22-02-2022,Metropol AVM
I294731,C193515,Cosmetics,5,203.3,15-09-2021,Mall of Istanbul
I732227,C255273,Clothing,5,1500.4,11/2/2021,Mall of Istanbul
I964361,C125006,Clothing,3,900.24,13-03-2021,Mall of Istanbul
I364508,C299372,Food & Beverage,3,15.69,8/5/2021,Zorlu Center
I776742,C236075,Shoes,4,2400.68,1/11/2022,Mall of Istanbul
I353096,C162056,Clothing,3,900.24,29-10-2021,Mall of Istanbul
I780683,C113210,Clothing,2,600.16,8/5/2022,Mall of Istanbul
I196237,C123176,Food & Beverage,2,10.46,22-09-2021,Forum Istanbul
I319330,C339585,Clothing,5,1500.4,1/7/2021,Mall of Istanbul
I886674,C109251,Technology,3,3150,26-09-2021,Kanyon
I536147,C393090,Clothing,4,1200.32,18-05-2021,Kanyon
I586084,C340125,Clothing,3,900.24,5/5/2021,Metrocity
I265638,C864097,Clothing,3,900.24,21-06-2021,Istinye Park
I161978,C104980,Food & Beverage,3,15.69,6/6/2021,Metropol AVM
I184954,C107461,Clothing,4,1200.32,29-05-2022,Kanyon
I688518,C182846,Cosmetics,3,121.98,17-08-2022,Emaar Square Mall
I245400,C118640,Food & Beverage,5,26.15,9/2/2023,Mall of Istanbul
I257836,C134141,Food & Beverage,1,5.23,20-10-2021,Mall of Istanbul
I498189,C149668,Cosmetics,2,81.32,3/3/2021,Kanyon
I278570,C489314,Food & Beverage,5,26.15,16-03-2021,Kanyon
I190026,C748039,Food & Beverage,5,26.15,21-09-2021,Metropol AVM
I129297,C137466,Technology,2,2100,20-10-2022,Viaport Outlet
I262995,C974189,Food & Beverage,3,15.69,4/1/2022,Istinye Park
I186066,C197863,Technology,2,2100,19-03-2022,Emaar Square Mall
I195173,C141524,Cosmetics,2,81.32,31-03-2022,Kanyon
I287707,C164030,Clothing,2,600.16,25-07-2022,Kanyon
I286859,C233957,Clothing,3,900.24,22-07-2021,Kanyon
I584177,C167985,Toys,1,35.84,23-08-2022,Mall of Istanbul
I291338,C302375,Food & Beverage,2,10.46,4/8/2021,Metropol AVM
I250269,C174800,Clothing,4,1200.32,5/6/2022,Kanyon
I896863,C326228,Clothing,4,1200.32,31-03-2022,Mall of Istanbul
I118428,C201048,Food & Beverage,5,26.15,6/2/2022,Metrocity
I161350,C139962,Clothing,3,900.24,18-04-2022,Metrocity
I115037,C805101,Cosmetics,2,81.32,23-02-2023,Istinye Park
I137642,C520835,Food & Beverage,2,10.46,24-12-2021,Mall of Istanbul
I252494,C182955,Shoes,5,3000.85,17-01-2021,Zorlu Center
I173405,C398882,Toys,4,143.36,24-05-2022,Mall of Istanbul
I160713,C335257,Clothing,4,1200.32,2/5/2022,Zorlu Center
I160861,C144462,Books,2,30.3,29-08-2021,Kanyon
I166447,C770126,Toys,4,143.36,6/6/2021,Emaar Square Mall
I225162,C117354,Shoes,2,1200.34,21-05-2021,Cevahir AVM
I311071,C333664,Shoes,1,600.17,1/7/2022,Mall of Istanbul
I276574,C163173,Technology,3,3150,9/2/2023,Istinye Park
I207262,C298581,Technology,5,5250,9/1/2022,Forum Istanbul
I128245,C153151,Food & Beverage,1,5.23,7/10/2022,Kanyon
I891565,C740056,Clothing,2,600.16,25-02-2021,Viaport Outlet
I258747,C156432,Cosmetics,3,121.98,12/10/2022,Istinye Park
I335196,C318513,Technology,4,4200,5/6/2021,Forum Istanbul
I268382,C219058,Clothing,1,300.08,4/4/2021,Cevahir AVM
I287779,C123514,Food & Beverage,2,10.46,11/1/2022,Istinye Park
I963547,C232317,Toys,5,179.2,6/6/2022,Kanyon
I338360,C330475,Food & Beverage,2,10.46,5/4/2022,Metropol AVM
I659125,C252910,Clothing,2,600.16,19-06-2022,Mall of Istanbul
I205356,C206646,Technology,2,2100,25-07-2022,Kanyon
I138399,C276769,Souvenir,4,46.92,19-02-2023,Mall of Istanbul
I298593,C324377,Clothing,5,1500.4,8/12/2021,Metropol AVM
I226159,C939342,Food & Beverage,3,15.69,2/9/2022,Kanyon
I188496,C481341,Books,5,75.75,9/12/2022,Kanyon
I158045,C597840,Shoes,3,1800.51,1/1/2022,Mall of Istanbul
I190839,C161043,Food & Beverage,3,15.69,11/11/2021,Zorlu Center
I239291,C154249,Cosmetics,5,203.3,1/10/2021,Mall of Istanbul
I269187,C642170,Clothing,3,900.24,15-06-2021,Mall of Istanbul
I241748,C161906,Cosmetics,3,121.98,11/4/2022,Metropol AVM
I911356,C230728,Toys,2,71.68,7/6/2021,Kanyon
I315545,C233689,Clothing,3,900.24,15-04-2022,Mall of Istanbul
I201697,C201984,Clothing,1,300.08,28-02-2022,Metropol AVM
I263593,C167996,Shoes,1,600.17,12/7/2021,Zorlu Center
I106765,C303659,Technology,2,2100,9/4/2022,Viaport Outlet
I146811,C770434,Clothing,5,1500.4,7/1/2022,Mall of Istanbul
I103921,C295443,Shoes,5,3000.85,30-08-2022,Emaar Square Mall
I108419,C504846,Food & Beverage,4,20.92,24-01-2022,Viaport Outlet
I249000,C209911,Clothing,1,300.08,15-12-2022,Kanyon
I213634,C203725,Clothing,5,1500.4,8/7/2022,Mall of Istanbul
I664534,C103787,Food & Beverage,2,10.46,15-02-2022,Mall of Istanbul
I843237,C288213,Food & Beverage,4,20.92,25-02-2023,Mall of Istanbul
I980371,C684400,Cosmetics,1,40.66,2/5/2022,Metropol AVM
I163449,C251561,Clothing,5,1500.4,23-01-2021,Mall of Istanbul
I107194,C168171,Cosmetics,1,40.66,21-05-2022,Istinye Park
I100813,C250804,Clothing,2,600.16,18-03-2022,Emaar Square Mall
I682360,C139125,Souvenir,3,35.19,18-11-2021,Metropol AVM
I317374,C775360,Cosmetics,1,40.66,28-06-2022,Metrocity
I225306,C936734,Shoes,5,3000.85,1/6/2021,Kanyon
I239620,C823541,Cosmetics,4,162.64,9/3/2021,Zorlu Center
I111995,C135445,Clothing,5,1500.4,18-11-2022,Emaar Square Mall
I256107,C801958,Cosmetics,5,203.3,11/1/2021,Kanyon
I317162,C194517,Shoes,4,2400.68,9/7/2021,Mall of Istanbul
I495942,C184918,Clothing,3,900.24,1/1/2022,Mall of Istanbul
I631237,C357892,Clothing,4,1200.32,6/9/2022,Mall of Istanbul
I209593,C108982,Clothing,4,1200.32,11/6/2021,Metrocity
I225078,C137255,Clothing,4,1200.32,25-09-2021,Istinye Park
I321201,C296586,Food & Beverage,5,26.15,18-12-2022,Kanyon
I279324,C296932,Toys,4,143.36,24-10-2021,Kanyon
I173334,C712948,Cosmetics,3,121.98,20-11-2022,Mall of Istanbul
I355876,C503932,Clothing,4,1200.32,1/6/2022,Zorlu Center
I167728,C224545,Clothing,3,900.24,17-11-2021,Cevahir AVM
I839568,C263609,Clothing,1,300.08,29-06-2022,Mall of Istanbul
I106953,C169634,Food & Beverage,1,5.23,2/1/2021,Forum Istanbul
I142988,C162770,Shoes,1,600.17,1/11/2022,Kanyon
I383624,C214072,Souvenir,1,11.73,29-08-2021,Cevahir AVM
I272785,C127923,Cosmetics,3,121.98,17-04-2022,Mall of Istanbul
I666041,C131714,Toys,2,71.68,12/12/2022,Viaport Outlet
I199350,C313532,Clothing,3,900.24,24-03-2021,Mall of Istanbul
I249991,C157909,Cosmetics,2,81.32,30-06-2022,Mall of Istanbul
I110769,C163850,Technology,5,5250,25-02-2023,Kanyon
I105207,C147933,Books,3,45.45,19-04-2022,Zorlu Center
I228159,C113836,Food & Beverage,4,20.92,22-06-2022,Kanyon
I339322,C112292,Clothing,2,600.16,10/5/2022,Emaar Square Mall
I209304,C280028,Clothing,2,600.16,21-11-2022,Zorlu Center
I147341,C643684,Cosmetics,1,40.66,22-10-2022,Zorlu Center
I128096,C643668,Clothing,3,900.24,9/10/2021,Viaport Outlet
I290801,C319658,Cosmetics,5,203.3,26-09-2021,Viaport Outlet
I651271,C224160,Clothing,4,1200.32,4/2/2023,Kanyon
I983697,C163324,Books,4,60.6,17-05-2021,Cevahir AVM
I229426,C592667,Clothing,3,900.24,7/11/2021,Kanyon
I760370,C246483,Books,1,15.15,4/5/2022,Mall of Istanbul
I147947,C201510,Food & Beverage,1,5.23,15-08-2022,Mall of Istanbul
I789476,C435500,Shoes,4,2400.68,11/4/2022,Istinye Park
I970205,C834224,Shoes,4,2400.68,2/10/2022,Istinye Park
I216209,C149000,Souvenir,2,23.46,15-08-2022,Mall of Istanbul
I720084,C583376,Food & Beverage,1,5.23,3/6/2021,Mall of Istanbul
I191431,C196832,Clothing,2,600.16,28-03-2022,Istinye Park
I332502,C862510,Toys,4,143.36,12/1/2023,Metrocity
I283139,C212923,Toys,5,179.2,13-05-2021,Emaar Square Mall
I140382,C132745,Shoes,1,600.17,20-04-2021,Metrocity
I128258,C530685,Cosmetics,2,81.32,15-01-2021,Emaar Square Mall
I616965,C231765,Technology,1,1050,6/2/2022,Zorlu Center
I334637,C315042,Clothing,1,300.08,5/3/2021,Istinye Park
I176647,C127764,Food & Beverage,2,10.46,9/11/2022,Kanyon
I560619,C322886,Food & Beverage,4,20.92,26-05-2021,Mall of Istanbul
I252660,C170862,Books,2,30.3,17-12-2022,Zorlu Center
I109891,C273154,Clothing,5,1500.4,6/5/2022,Istinye Park
I129106,C762378,Food & Beverage,5,26.15,12/7/2022,Kanyon
I862057,C379982,Clothing,3,900.24,25-03-2022,Viaport Outlet
I196504,C274081,Clothing,5,1500.4,10/4/2021,Kanyon
I298424,C613580,Clothing,4,1200.32,6/10/2022,Kanyon
I317486,C295786,Clothing,5,1500.4,27-12-2022,Emaar Square Mall
I609491,C228927,Food & Beverage,2,10.46,17-11-2021,Mall of Istanbul
I606282,C173579,Cosmetics,1,40.66,11/7/2022,Istinye Park
I280952,C217597,Cosmetics,5,203.3,15-01-2021,Viaport Outlet
I327462,C187886,Food & Beverage,1,5.23,17-02-2022,Istinye Park
I224061,C314447,Food & Beverage,5,26.15,27-07-2022,Kanyon
I177742,C868436,Clothing,4,1200.32,18-06-2021,Istinye Park
I271095,C232814,Shoes,4,2400.68,22-01-2021,Metrocity
